combination,r2,q2,mae,rmsd,threshold,model
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'Frequency_Stretch_5_4')",0.37362760761081726,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'Amplitude_Stretch_5_4')",0.3465464400900681,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'cross')",0.3243086547844808,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'cross_angle')",0.37908037429972463,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'para')",0.28734565234365606,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'para_angle')",0.3337775046798156,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'Frequency_Bending_22-23')",0.32403484136557104,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'Cross_mag_Bending_22-23')",0.29236698775945325,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'total_dipole_5-1-25')",0.2812588582780453,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'dipole_x_10-11-12')",0.29484715298851305,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'dipole_y_10-11-12')",0.27245629005948513,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'dipole_z_10-11-12')",0.4569255621913756,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'total_dipole_10-11-12')",0.2812588582780453,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'hirshfeld_atom_12')",0.5250755287905005,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'cm5_atom_5')",0.28745802875140836,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'cm5_atom_12')",0.30353158614916365,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'B1_11-6')",0.28241727448526766,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'B5_11-6')",0.3690958155083658,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'L_11-6')",0.3563204621605327,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'bond_length_12-14')",0.45536680735422586,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'cone_angle')",0.2888580309689912,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'bite_angle')",0.6319269951401472,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'bite_angle_inverted')",0.3623398075258326,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'buried_volume')",0.518399876271818,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'HOMO-LUMO Gap (eV)')",0.43539284351097507,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'dipole_x_base_symmetry')",0.4473486985460082,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'dipole_y_base_symmetry')",0.2727467827093316,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'B1_25-1', 'dipole_z_base_symmetry')",0.2903607221588794,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'Amplitude_Stretch_5_4')",0.2628333082531037,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'cross')",0.2663668618401829,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'cross_angle')",0.3781731132770957,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'para')",0.27102830662913335,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'para_angle')",0.3158645971082664,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'Frequency_Bending_22-23')",0.2736175076853743,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'Cross_mag_Bending_22-23')",0.26601734443486647,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'total_dipole_5-1-25')",0.46572105446751344,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'dipole_x_10-11-12')",0.5903078643970081,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'dipole_y_10-11-12')",0.3508847780643669,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'dipole_z_10-11-12')",0.31257498805928485,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'total_dipole_10-11-12')",0.46572105446751344,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'hirshfeld_atom_12')",0.6322730173440037,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'cm5_atom_5')",0.27501958110386937,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'cm5_atom_12')",0.2974282000562517,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'B1_11-6')",0.2665443247794953,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'B5_11-6')",0.35780315630932213,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'L_11-6')",0.26519536068464766,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'bond_length_12-14')",0.6119251656974095,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'cone_angle')",0.5615355974501931,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'bite_angle')",0.5973604599266853,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'bite_angle_inverted')",0.5516371470508036,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'buried_volume')",0.6509459855935842,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'HOMO-LUMO Gap (eV)')",0.4890727322048052,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'dipole_x_base_symmetry')",0.3566388002871317,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'dipole_y_base_symmetry')",0.26426770073509354,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Frequency_Stretch_5_4', 'dipole_z_base_symmetry')",0.3975715496400616,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'cross')",0.23077355107459474,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'cross_angle')",0.36336330612752865,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'para')",0.24523566077196124,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'para_angle')",0.2983371680308482,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'Frequency_Bending_22-23')",0.24027488167407884,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'Cross_mag_Bending_22-23')",0.2473944780956967,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'total_dipole_5-1-25')",0.4780290121920674,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'dipole_x_10-11-12')",0.5521723537417882,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'dipole_y_10-11-12')",0.26369238162214637,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'dipole_z_10-11-12')",0.283538745939374,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'total_dipole_10-11-12')",0.4780290121920674,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'hirshfeld_atom_12')",0.6055473760909937,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'cm5_atom_5')",0.23946269545652143,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'cm5_atom_12')",0.31754121213097175,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'B1_11-6')",0.2351201458796458,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'B5_11-6')",0.3392392998819138,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'L_11-6')",0.24358917186188989,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'bond_length_12-14')",0.5941272990316909,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'cone_angle')",0.5042720609162366,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'bite_angle')",0.5926617501653824,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'bite_angle_inverted')",0.565994815527087,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'buried_volume')",0.6221910395237684,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'HOMO-LUMO Gap (eV)')",0.4905916402457875,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'dipole_x_base_symmetry')",0.34718997456480405,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'dipole_y_base_symmetry')",0.23489355553006197,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'Amplitude_Stretch_5_4', 'dipole_z_base_symmetry')",0.2848473306167637,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'cross_angle')",0.3013761169119791,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'para')",0.16517743772111915,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'para_angle')",0.23369584527976706,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'Frequency_Bending_22-23')",0.11999641299653452,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'Cross_mag_Bending_22-23')",0.24183027635786758,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'total_dipole_5-1-25')",0.1678221863288728,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'dipole_x_10-11-12')",0.2224898517700583,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'dipole_y_10-11-12')",0.1446458812568968,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'dipole_z_10-11-12')",0.22487031453839612,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'total_dipole_10-11-12')",0.1678221863288728,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'hirshfeld_atom_12')",0.5811940871798794,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'cm5_atom_5')",0.13078247694706768,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'cm5_atom_12')",0.17514547137134628,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'B1_11-6')",0.12141042895699661,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'B5_11-6')",0.24663478305647535,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'L_11-6')",0.18712827070394888,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'bond_length_12-14')",0.5447959930713566,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'cone_angle')",0.26588202638312797,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'bite_angle')",0.5895853731978564,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'bite_angle_inverted')",0.3236274060373565,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'buried_volume')",0.5244011817649223,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'HOMO-LUMO Gap (eV)')",0.39353174595756046,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'dipole_x_base_symmetry')",0.3393719336692408,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'dipole_y_base_symmetry')",0.1242007369367053,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross', 'dipole_z_base_symmetry')",0.15619541876273035,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'para')",0.40687375250610436,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'para_angle')",0.3295563981028483,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'Frequency_Bending_22-23')",0.3267257168518115,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'Cross_mag_Bending_22-23')",0.34773182198077557,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'total_dipole_5-1-25')",0.2993719350469334,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'dipole_x_10-11-12')",0.3196511093035469,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'dipole_y_10-11-12')",0.37189584259597996,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'dipole_z_10-11-12')",0.49436267080947727,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'total_dipole_10-11-12')",0.2993719350469334,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'hirshfeld_atom_12')",0.522896268546844,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'cm5_atom_5')",0.3421005419394735,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'cm5_atom_12')",0.33385682060188737,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'B1_11-6')",0.3232826898320369,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'B5_11-6')",0.39197088322186113,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'L_11-6')",0.37604567746078443,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'bond_length_12-14')",0.44068364370910584,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'cone_angle')",0.32820403985278523,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'bite_angle')",0.5933007166513498,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'bite_angle_inverted')",0.3485913653079441,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'buried_volume')",0.5077690155952441,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'HOMO-LUMO Gap (eV)')",0.5329361836705275,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'dipole_x_base_symmetry')",0.4016550744172346,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'dipole_y_base_symmetry')",0.3053295737144105,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'cross_angle', 'dipole_z_base_symmetry')",0.3010677053203551,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'para', 'para_angle')",0.29723950613336225,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'para', 'Frequency_Bending_22-23')",0.10369791682698826,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'para', 'Cross_mag_Bending_22-23')",0.23220519530353123,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'para', 'total_dipole_5-1-25')",0.12024041203845426,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'para', 'dipole_x_10-11-12')",0.15083569778280104,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'para', 'dipole_y_10-11-12')",0.09653132354595761,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'para', 'dipole_z_10-11-12')",0.2259038203233621,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'para', 'total_dipole_10-11-12')",0.12024041203845426,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'para', 'hirshfeld_atom_12')",0.5390797273218343,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'para', 'cm5_atom_5')",0.12507175317163932,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'para', 'cm5_atom_12')",0.14816618671139992,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
"('B1_20-9', 'loc_B5_20-9', 'para', 'B1_11-6')",0.09623720298362193,-inf,inf,inf,0.7,<modeling.LinearRegressionModel object at 0x000002CF5583BEE0>
